Name;Street;Neighborhood;City;Rating;Number of Reviews;Place ID;Type;Latitude;Longitude
1º Hospital Público Veterinário de São Bernardo;Avenida Doutor Rudge Ramos, 1700;Rudge Ramos;São Bernardo do Campo;4.1;185.0;ChIJ44Y0tmVdzpQRBGK5jOX59ZA;veterinary_care;-23.6434713;-46.5833139
Clínica Veterinária V3;Rua Prates, 219;Osvaldo Cruz;São Caetano do Sul;4.9;321.0;ChIJwZVOf3hdzpQRj1gTzdThCU8;veterinary_care;-23.6298441;-46.56567
Dr. Coelho veterinary clinic;Rua Engenheiro Armando de Arruda Pereira, 899;Cerâmica;São Caetano do Sul;4.7;87.0;ChIJn20iUbhczpQRCyc-R1uE6-U;veterinary_care;-23.630755;-46.576054
Pet Stop;Alameda São Caetano, 1807;Santa Maria;São Caetano do Sul;4.6;84.0;ChIJ0Vth0ipdzpQRvKqu64UZoiA;veterinary_care;-23.6339531;-46.5528798
Centro Veterinário Animalis;Avenida Presidente Kennedy, 2145;Santa Maria;São Caetano do Sul;4.6;311.0;ChIJl8cf2dVczpQRvg9SYXMa20g;veterinary_care;-23.6308179;-46.5563552
Vet Help - Clínica Veterinária;Avenida Tijucussú, 626;Olímpico;São Caetano do Sul;4.8;104.0;ChIJJZVBt9pczpQRpeEKPHCHIMM;veterinary_care;-23.6281319;-46.5621885
Hypolittus Vet;Avenida Vital Brasil Filho, 623;Osvaldo Cruz;São Caetano do Sul;5.0;42.0;ChIJIbEBfgBdzpQR5-uXB-vt0eo;veterinary_care;-23.6276577;-46.5638357
Mundo à Parte - Unidade São Caetano;Avenida Vital Brasil Filho, 623;Osvaldo Cruz;São Caetano do Sul;5.0;76.0;ChIJsfbNiaxDzpQRiDVd7VqBylQ;veterinary_care;-23.6276577;-46.5638357
Dr. Hato - Hospital Veterinário e Pet Shop (Unidade Campestre);Avenida Dom Pedro II, 3309;Campestre;Santo André;4.4;7233.0;ChIJMd9XVjZCzpQR-Y0xRJxqbqM;veterinary_care;-23.6291208;-46.5483678
Shoppinho Animal (S.A.Pet Boutique, Spa e Resort);Avenida Dom Pedro II, 1953;Campestre;Santo André;4.6;243.0;ChIJkzNxOrVCzpQRPPJPOGDlPe8;pet_store;-23.6397722;-46.54164129999999
Focinhos & Cia;ATENDIMENTO WHATSAPP 41 98481 - 9971___Alameda São Caetano, 1515;Santa Paula;São Caetano do Sul;5.0;1.0;ChIJpTaLQypdzpQR6adKCBqQ4hM;pet_store;-23.6311057;-46.55299189999999
Pet Shop Avicultura Adelini;Rua Marina, 571;Campestre;Santo André;5.0;1.0;ChIJIywXOtBCzpQRCrYkzGHeUQQ;pet_store;-23.6395733;-46.5456972
Alterna Pet;Rua Marina, 1217;Campestre;Santo André;4.7;110.0;ChIJAQBMlqNCzpQRHAPSqx3wlwU;pet_store;-23.6423196;-46.55104999999999
Pet Capricho;;;;4.4;61.0;ChIJLxNBu9BCzpQRjiewCjCxqKw;pet_store;-23.64176909999999;-46.54912030000001
Espaço Veterinário Hollywood Pet: Reabilitação, Fisioterapia, Acupuntura e cuidados para o bem estar do seu Pet;Rua Conselheiro Justino, 624;Campestre;Santo André;5.0;64.0;ChIJ13G-tTVDzpQRIjJNsCZdHgQ;veterinary_care;-23.6413102;-46.54542439999999
Hoshicão Pet Shop;Rua das Figueiras, 2095;Campestre;Santo André;4.9;16.0;ChIJ6Wje-M9CzpQR91VMtqtgGZ8;pet_store;-23.6402812;-46.54522250000001
Puppies Pet Center;Rua das Figueiras, 1856;Campestre;Santo André;4.9;70.0;ChIJJ9CmgFdDzpQRZHcK9yq3Tqw;pet_store;-23.6418533;-46.5439285
Figueiras House Pet;Rua das Figueiras, 1556;Campestre;Santo André;4.9;92.0;ChIJJw1nhDFDzpQR-8fMvhxNWJM;veterinary_care;-23.6441524;-46.542557
Patokinhas PetClub;Rua das Paineiras, 601;Jardim;Santo André;5.0;6.0;ChIJsx0yKuVDzpQRac8q0BV5hZY;pet_store;-23.64514939999999;-46.54103079999999
Clínica Veterinária Campestre;Rua Conselheiro Justino, 262;Campestre;Santo André;4.8;105.0;ChIJg7UVkTxDzpQRywz6FjVDmJI;veterinary_care;-23.6396216;-46.5421837
Pet Prime;Rua Marina, 285;Campestre;Santo André;4.4;43.0;ChIJMX4_vkNDzpQRejus0Ea8W18;veterinary_care;-23.6382239;-46.5429875
Breeds A Casa do Seu Pet Santo André;Avenida Dom Pedro II, 1861;Campestre;Santo André;4.7;149.0;ChIJpeUFNDRDzpQRL_hVV73u2yM;pet_store;-23.6406119;-46.5414598
Animal Science - Veterinary Diagnostic;Avenida Dom Pedro II, 2776;Campestre;Santo André;4.5;135.0;ChIJKTjPgtJCzpQR1e1EVGjsPng;veterinary_care;-23.6331762;-46.54527589999999
Buticão Clínica Veterinária, Hotel e Pet Shop;;;;4.8;313.0;ChIJAXuBPS1dzpQRhU3Ge5M6t0M;veterinary_care;-23.6310675;-46.5468892
Amigos Art Dog;Rua Marina, 777;Campestre;Santo André;4.7;84.0;ChIJM_aCH9BCzpQRhFVb9WSCqw0;veterinary_care;-23.6404249;-46.5474348
Intensivus UTI 24h, Cirurgia e Ortopedia Veterinária - PAULO PITARELLO MOYA;Rua das Figueiras, 1528;B - Campestre;Santo André;4.7;31.0;ChIJQTTCj8NCzpQRzx4A0bpbkvI;veterinary_care;-23.6444656;-46.54243559999999
IntensiPrime Emergência Veterinária 24h;Rua das Paineiras, 607;Jardim;Santo André;4.7;545.0;ChIJCet1qNdDzpQRBmQy2CHdS68;veterinary_care;-23.6451665;-46.54109189999999
Amor aos Pets;Alameda Campestre, 384;Campestre;Santo André;4.9;38.0;ChIJo71UUAVDzpQR-OfRLO17LYo;veterinary_care;-23.6434538;-46.5410315
VITTALab - Diagnóstico por Imagem e Laboratório Veterinário;Rua Marina, 287;Campestre;Santo André;5.0;7.0;ChIJJdmTbOxDzpQR3VOxMTcI5MQ;veterinary_care;-23.6382606;-46.5431009
Vitta Especialidades Veterinárias;Avenida Dom Pedro II, 1947;Campestre;Santo André;5.0;65.0;ChIJkZ10EXBDzpQRzYnFEaNm8yo;veterinary_care;-23.63981420000001;-46.5416351
Animaniac's NAVE - Núcleo de Atendimento Veterinário Santo André;Avenida Dom Pedro II, 1861;Campestre;Santo André;4.8;39.0;ChIJgQgrFVlDzpQR_BxftyNByw0;veterinary_care;-23.6405945;-46.5411699
Vetnasa Santo André 24 horas - Clínica Veterinária 24h;Avenida Dom Pedro II, 2382;Campestre;Santo André;3.6;294.0;ChIJ20ZNid9DzpQRrZ6RGDb-CQU;veterinary_care;-23.6362892;-46.5433972
PetScan - Ultrassonografia Especializada;Rua das Palmeiras, 680;Jardim;Santo André;5.0;7.0;ChIJp8oWhFzH3EERGiWn02tlvnw;veterinary_care;-23.6447361;-46.5396442
Belagi Consultório Veterinário;Alameda São Caetano, 1566;Santa Maria;São Caetano do Sul;5.0;23.0;ChIJk7uhgOFdzpQRGMNUmV_lnR4;veterinary_care;-23.631725;-46.553005
Clínica Veterinária Tukanus;Alameda São Caetano, 1304;Santa Maria;São Caetano do Sul;4.8;56.0;ChIJD15O9yldzpQRbAznJBHJ6Mw;veterinary_care;-23.629617;-46.5542024
Sabichões Pet Store - O melhor para o seu Pet;Rua Japão, 17;Parque das Nações;Santo André;4.6;285.0;ChIJ9wLMOLtCzpQRfkKszPvcrPs;pet_store;-23.638295;-46.526731
Mexericão Clínica Veterinária;Rua Pedro Álvares Cabral, 185;Santa Terezinha;Santo André;4.6;262.0;ChIJ8QYe3ZtpzpQRhRR10YpnUak;veterinary_care;-23.6327527;-46.53142769999999
Avicultura Bacalhau Ltda.;Alameda Vieira de Carvalho, 402;Santa Terezinha;Santo André;4.7;26.0;ChIJobNiS7FCzpQRpVxznG6jyY0;pet_store;-23.6321365;-46.5306241
Pet Shop Lucy Dog;Rua Marina, 118;Campestre;Santo André;4.5;53.0;ChIJdYGlrc9CzpQR76XMd0z4yVY;pet_store;-23.63732;-46.5417686
Mimo Show;Rua dos Aliados, 647;Santa Terezinha;Santo André;5.0;2.0;ChIJAQA8oFBCzpQRk_j8CGrrJCc;pet_store;-23.641708;-46.531724
Focinho Gourmet;Rua Maria Antônieta, 168;Vila Sao Pedro;Santo André;4.5;2.0;ChIJxezkC0VDzpQRsRImhVtEFOM;pet_store;-23.64027939999999;-46.5290307
SUPRI ELETRO LTDA;Rua Maria Ortiz, 162;Campestre;Santo André;1.0;2.0;ChIJ3S8tpHNDzpQRfooEXqQ2UMM;pet_store;-23.6340038;-46.5442158
Stima Vet;Alameda Marques de Barbacena, 183;Santa Terezinha;Santo André;4.8;413.0;ChIJ1fo48blCzpQRGv_X4DlfohQ;veterinary_care;-23.6369419;-46.5310549
Veterinary Hospital Santa Terezinha 24;;;;4.0;421.0;ChIJbeLoV7FCzpQRSZliiemC0vs;veterinary_care;-23.630571;-46.5298409
Chanel Estética Pet e veterinária;Rua dos Aliados, 252;Vila Sao Pedro;Santo André;5.0;24.0;ChIJTR-ksHBDzpQRjbEeSDuPxJc;veterinary_care;-23.64184019999999;-46.52771370000001
Veterinária Abc;Rua Potiguares, 41;Bangú;Santo André;4.6;566.0;ChIJnxFfzqJCzpQRT2HHoP9qKO8;veterinary_care;-23.642;-46.525566
Instintovet Consultório Veterinário;Rua Japão, 17;Parque das Nações;Santo André;5.0;28.0;ChIJaWzdRnxDzpQRA66fgo6_Qu8;veterinary_care;-23.6381873;-46.5267512
Flor de Lis Estética Animal;Rua Espanha, 503;Parque das Nações;Santo André;5.0;3.0;ChIJRYx2w9BDzpQRbegRhwd_nT0;veterinary_care;-23.6365515;-46.5247871
Pet Columbia;Rua Colúmbia, 971;Parque das Nações;Santo André;4.6;118.0;ChIJTzV4d6ZCzpQRmP3FHkVBpDg;pet_store;-23.6343504;-46.52089110000001
Agronilo Pet Shop | Entrega de Ração | Ração Delivery | Ração São Paulo | Ração Abc;Rua Antonina 44 Av Eng Olavo Alaysio de Lima 33 (Antiga, Avenida Varsóvia, 90;Vila Metalúrgica;Santo André;4.7;667.0;ChIJmWozXrFCzpQRFkIwsIZJYAs;pet_store;-23.6309823;-46.52955299999999
Benevet Pet Shop;Rua Uruguai, 48;Parque das Nações;Santo André;5.0;55.0;ChIJA69Y2NdDzpQReUF2TVRdnMU;pet_store;-23.6405894;-46.5228139
Pet Shop Santana;Rua Egito, 27;Vila Curuçá;Santo André;4.9;9.0;ChIJ4xp7hbFDzpQRrVjn8daOsXw;pet_store;-23.6416447;-46.5204037
Cão Cheiroso Pet Shop;Rua Inglaterra, 20;Parque das Nações;Santo André;4.8;22.0;ChIJMVSE8KNCzpQRSiKskeMOzjA;pet_store;-23.6386807;-46.52246299999999
Farm&vet;Rua Suíça, 506;Parque das Nações;Santo André;5.0;15.0;ChIJd5nW1xBDzpQRYFxMln62Szg;veterinary_care;-23.63794739999999;-46.5236426
Nova Cãomarada Pet Shop;Rua Suíça, 903;Parque das Nações;Santo André;4.8;40.0;ChIJPQG5FaFCzpQRuGE7hqBGHhQ;pet_store;-23.63818749999999;-46.5196782
SamisPet Clínica Veterinária;Rua Lituânia, 756;Vila Curuçá;Santo André;4.2;5.0;ChIJzVLcaaJpzpQR-Mh6CLX5n8k;pet_store;-23.6408115;-46.5137657
Pet Thor - Estética Animal;Rua Colúmbia, 541;Parque das Nações;Santo André;5.0;16.0;ChIJH56qGixDzpQRe0u4CStVmuU;pet_store;-23.6326297;-46.524511
Casa Santa Clara;Rua Oratório, 1877;Parque das Nações;Santo André;4.5;31.0;ChIJE3c8BR5ozpQRrgglxrHDrf8;pet_store;-23.6360511;-46.5157167
Pet Shop Aldeia dos bichos;Avenida Alfredo Maluf, 52;Vila Alto de Santo Andre;Santo André;3.5;2.0;ChIJQ17H0q9CzpQRCl9LgwZ9Acc;pet_store;-23.6318636;-46.5252717
Aldeia dos Bichos de Santo Andre;Avenida Alfredo Maluf, 46;Vila Alto de Santo Andre;Santo André;5.0;1.0;ChIJg1PW-3NDzpQRNOuGiuXWi3w;pet_store;-23.6318571;-46.525378
Happy Doggy - Banho e Tosa;Rua Jamaica, 218;Parque das Nações;Santo André;4.9;43.0;ChIJiZBAbDtpzpQR6gHMgpEdjkM;pet_store;-23.6390267;-46.5126181
Drª Fernanda Peres da Costa - Atendimento Veterinário em Domicílio;;;;5.0;190.0;ChIJr92DneJDzpQRNjV1ybelVyo;veterinary_care;-23.6411563;-46.52260500000001
Profvet;Rua Guadalupe, 49;Parque das Nações;Santo André;5.0;2.0;ChIJYUkXbz5DzpQR5AFV1UmVJ-w;veterinary_care;-23.6370535;-46.5182739
Amor de Quatro Patas - Veterinária Santo André;Rua Dinamarca, 422;casa 03 - Parque das Nações;Santo André;5.0;46.0;ChIJmbxOnAZDzpQRC4TL6Q1Bn4M;veterinary_care;-23.6348015;-46.5205375
Pet Shop Queridos Peludos Estética e Boutique Animal;Rua Angola, 312;Parque Oratório;Santo André;4.6;29.0;ChIJXZ5C_xpozpQR56KFUpOwa-s;pet_store;-23.63073320000001;-46.5088263
Doce Pet Banho e Tosa;Rua Coréia, 166;Vila Curuçá;Santo André;5.0;105.0;ChIJMzbxn0xpzpQRA2Cu-QlE6dw;pet_store;-23.6368873;-46.5114557
Famicon pet Store Brasil;;;;5.0;26.0;ChIJdRKJHFdpzpQRa3Cryv2TKUU;pet_store;-23.6349703;-46.5108376
Dog Star & Cia - Estética - Pet care;Rua Catigua, 484;Parque Erasmo Assunção;Santo André;4.9;36.0;ChIJLy7onVRpzpQRwIUZWXaDdyo;pet_store;-23.63967929999999;-46.5028654
Avicultura Nações;Avenida Araucária, 510;Parque Oratório;Santo André;5.0;12.0;ChIJRf_raAFpzpQR378JwFr_PII;pet_store;-23.6346639;-46.50994399999999
Nina's Pet Shop;Avenida Araucária, 551;Parque Oratório;Santo André;4.9;756.0;ChIJw_bczRtozpQRmD9yhZd_0Ys;pet_store;-23.6340359;-46.5100227
Petshop C&G - Loja 2;Avenida Eduardo Prado, 669;Parque Erasmo Assunção;Santo André;5.0;11.0;ChIJbYTyhyBpzpQRlc0HLi8yFKk;pet_store;-23.640092;-46.50066749999999
Pet Shop Au-Au Miau;Rua Tanganica, 372;Parque Oratório;Santo André;4.7;46.0;ChIJN8pJiE9kVwERoBzYtexfAEs;pet_store;-23.6344469;-46.50649089999999
Palácio Pet;Avenida Martim Francisco, 339;Vila Francisco Matarazzo;Santo André;4.4;7.0;ChIJNwr2IvVpzpQRGvD3t1lJYoM;pet_store;-23.6324133;-46.5140405
Animal Shopping Pet Shop - Santo André 1 Av. das Nações;Avenida das Nações, 862;Parque Novo Oratório;Santo André;4.7;521.0;ChIJY4FrPhZozpQRi_OYqUYpo1I;pet_store;-23.6349974;-46.50319570000001
PETMOR;Rua Timor, 259;Parque Oratório;Santo André;4.1;146.0;ChIJIwrA7AJozpQRPeiUwElTsBA;veterinary_care;-23.6313779;-46.5118081
AQUABC;Avenida Araucária, 953;Parque Oratório;Santo André;4.6;236.0;ChIJNQq2cRtozpQR3qT1qsxCX7A;pet_store;-23.6307373;-46.5080196
Samy Pet Shop;Avenida Araucária, 1182;Parque Oratório;Santo André;4.6;21.0;ChIJlT26oxBozpQRRMSRZRX7Uqo;pet_store;-23.6313612;-46.5062035
Cherry banho e tosa;Rua Batávia, 36;Parque Novo Oratório;Santo André;4.9;12.0;ChIJXV3fETRpzpQRNcstX0KLLO8;pet_store;-23.6333324;-46.5023935
Araucaria Veterinary Clinic;Avenida Araucária, 1028;Parque Oratório;Santo André;4.7;536.0;ChIJ_x5U1RZozpQRJn1kUhYYCN0;veterinary_care;-23.6315006;-46.50432689999999
Centro de estética Pet Val Veiga;Rua Cáucaso, 635;Parque Novo Oratório;Santo André;4.5;15.0;ChIJ6e6XB_ZozpQRJbOvEGVyEQY;pet_store;-23.63270619999999;-46.5019551
Clinica Veterinária Master;Rua Timor, 259;Parque Novo Oratório;Santo André;5.0;4.0;ChIJ23educJpzpQR_TD4Cyw_KLE;veterinary_care;-23.6313779;-46.5118081
CliniPet Vet;Rua América do Sul, 184;Parque Novo Oratório;Santo André;4.7;46.0;ChIJvU-tDK5DzpQRfgYskiR2bXk;veterinary_care;-23.6350202;-46.501128
Clínica Veterinária Protecão;Rua Moçambique, 2825;Parque Oratório;Santo André;4.6;137.0;ChIJ0VgRExtozpQR4GxRam42yYs;veterinary_care;-23.6304214;-46.5102299
Fórmula Animal Farmácia de Manipulação Veterinária;Avenida Dom Bôsco, 1137;Vila Lucinda;Santo André;4.7;73.0;ChIJodepDctpzpQRmb-eRUpTOrk;veterinary_care;-23.629239;-46.5158656
Dr. Hato - Clínica Veterinária e Pet Shop (Unidade Vila Alto de Santo André);Avenida Martim Francisco, 802;Vila Alto de;Santo André;4.5;2914.0;ChIJ-44l3rtpzpQR3fD2usNCzIU;veterinary_care;-23.6286572;-46.5156681
Pet Shop e clínica Kakazu;Rua Fenícia, 491;Parque Novo Oratório;Santo André;4.6;141.0;ChIJU_m56hRozpQRBbo7mda25_Y;veterinary_care;-23.6306528;-46.4982639
Bionicão Petshop;Rua Germânia, 1184, Rua Germânia, 1206;Parque Novo Oratório;Santo André;4.8;79.0;ChIJlfoa7kBozpQR3wL8mBDRQxc;pet_store;-23.6364139;-46.495402
Pérola;Rua Evangelista de Souza, 1737;Parque Capuava;Santo André;4.6;36.0;ChIJJ0dwvUVozpQR8eS4vv2fss8;pet_store;-23.6398135;-46.49046300000001
Lunna’s Pet Shop Loja 2 | Rações | Banho e Tosa em Santo André;Rua Evangelista de Souza, 1747;Parque Capuava;Santo André;5.0;6.0;ChIJTa-6tvVpzpQR9RmFFVmLLoI;pet_store;-23.6398701;-46.4903021
Amora Pet Shop;Rua Filipinas, 148;Parque Novo Oratório;Santo André;4.0;4.0;ChIJ3dBTjWFpzpQRfsKdSK4PIso;pet_store;-23.6361407;-46.4955174
Bello Cão Banho & Tosa;Rua Sudão, 120;Jardim Santo Alberto;Santo André;4.8;46.0;ChIJIfxEQ0FozpQRSTuq8pV2Vf4;pet_store;-23.6361559;-46.4929209
Grupo Pet 2;Rua Marco Aurélio, 722;Jardim Ana Maria;Santo André;4.1;19.0;ChIJi6yGfURozpQRdPc68WKV09A;pet_store;-23.6364615;-46.48986610000001
Mimos Pet Spa;;;;5.0;4.0;ChIJFyw36O5DzpQRyFRwhTqtbrU;pet_store;-23.6340511;-46.4936899
Pet Shop Doce Ferinha;Rua Paquistão, 454;Parque Capuava;Santo André;4.0;4.0;ChIJy_W3L0VozpQRuDV9UeixFI4;pet_store;-23.637728;-46.4881403
PetShop & Veterinário Nelma;Rua Fenícia, 461;Parque Novo Oratório;Santo André;4.4;105.0;ChIJn2bUlRRozpQRDZz70FeY9F8;veterinary_care;-23.6304069;-46.498354
Pet Shop Cantinho das Patas;Rua Miragaia, 401;Jardim Ana Maria;Santo André;4.9;19.0;ChIJmbgqZa1pzpQRf-u8gAxMuGg;pet_store;-23.63290289999999;-46.4889882
PETSEL PETS & JARDIM;Rua Genebra, 333;Parque Novo Oratório;Santo André;5.0;1.0;ChIJd8_cvo9pzpQRUWICQPbTATc;pet_store;-23.6283622;-46.5004522
Nick Pet Estética Animal;Rua Fenícia, 125;Parque Novo Oratório;Santo André;5.0;94.0;ChIJlxx0pnJpzpQRGPYrFqiTs_g;pet_store;-23.62744550000001;-46.4990975
Au Mada Pet Shop e Clínica Veterinária;Rua Fenícia, 125;Parque Novo Oratório;Santo André;4.8;114.0;ChIJTcqETulpzpQRJuDGtLHK-2A;pet_store;-23.6274347;-46.4990889
ZooVet Clínica Veterinária;Rua Himaláia, 627;Parque Novo Oratório;Santo André;4.9;64.0;ChIJ4TB2vRBpzpQRNF3A3LU-BGA;veterinary_care;-23.639003;-46.4919131
Violin Vet - Clínica Veterinária;Rua Evangelista de Souza, 1441;Parque Capuava;Santo André;5.0;164.0;ChIJcbNRQz1dzpQRMdbW9n3TdL0;veterinary_care;-23.63767509999999;-46.49239790000001
Lord S Veterinary Clinic Dog;Rua Filipinas, 199;Parque Novo Oratório;Santo André;4.9;534.0;ChIJbYM54kBozpQRK3L8hHBI1KQ;veterinary_care;-23.6361817;-46.4949459
Vet Care ABC;Rua Tibetania, 444;Parque Capuava;Santo André;5.0;9.0;ChIJFZOWs_NpzpQRSWzEtDZ2H1M;veterinary_care;-23.6384138;-46.48937230000001
Nova Pérola - Banho e Tosa e Veterinário;Rua Marco Aurélio, 704;Jardim Ana Maria;Santo André;5.0;9.0;ChIJx0DLG9xpzpQRO1SJy0VF6V0;veterinary_care;-23.636359;-46.4898314
Momento pet;;;;5.0;1.0;ChIJJXRi89FpzpQRZaGAmQbtqnY;pet_store;-23.6318206;-46.4775765
Pet Shop Aliança;Rua Oscarito, 562;Jardim Sonia Maria;Mauá;5.0;7.0;ChIJTQv-5PVozpQRu1qTUZTOelg;pet_store;-23.6311112;-46.47710559999999
Estética Animal Tumi Banho;Rua da União, 441;Jardim Sonia Maria;Mauá;4.5;20.0;ChIJr5UjjGBozpQRBYBsJdu_bA8;pet_store;-23.6285064;-46.4826821
Vet Space Veterinária;Rua Vicente Celestino, 923;Jardim Sonia Maria;Mauá;4.9;112.0;ChIJpbhRiWJpzpQRJJXyUvjeHeg;veterinary_care;-23.6336914;-46.4767404
Della Vet - Clínica Veterinária;Praça dos Camargos, 265;Jardim Ana Maria;Santo André;5.0;10.0;ChIJuVsv375pzpQR5c4QSO-0ylI;veterinary_care;-23.627854;-46.4900697
Clínica Veterinária & Pet Shop Pio;Avenida Baronesa de Muritiba, 870;Parque Sao Rafael;São Paulo;4.5;329.0;ChIJLfoVu_FozpQRE28SQPGXsbg;veterinary_care;-23.6306691;-46.4698861
Banho e Tosa Toca dos Bichinhos;Rua Morro das Pedras, 971;Jardim Rodolfo Pirani;São Paulo;4.7;95.0;ChIJT2HG-eZozpQRQaCLOI40XlI;pet_store;-23.6333767;-46.4617509
Bichos Curiosos;Rua Morro das Pedras, 22;Jardim Rodolfo Pirani;São Paulo;4.7;6.0;ChIJMaXs9uZozpQRF9_qLxGAG8U;pet_store;-23.6337549;-46.4600947
Pet Shop Kiko;Avenida Rodolfo Pirani, 698;Jardim Sao Francisco;São Paulo;4.5;18.0;ChIJb9Rsk-ZozpQRFe8Gf5dsIFY;pet_store;-23.6308726;-46.4619236
Centro Veterinário Paiol - São Rafael;Avenida Baronesa de Muritiba, 580;Parque Sao Rafael;São Paulo;4.7;103.0;ChIJt7M0AWZpzpQRk47-I5_HLe4;veterinary_care;-23.6279436;-46.4710242
Pet Shop Nova Opção;Rua Bandeira de Aracambi, 343;Jardim Rodolfo Pirani;São Paulo;5.0;2.0;ChIJ_ZfVx9hpzpQRjgztbUKYFzI;pet_store;-23.630309;-46.461057
Magnific Pets;;;;5.0;2.0;ChIJwzm12AZpzpQRPfzP7qSsNpA;pet_store;-23.6296716;-46.4610683
Abano Pet;Avenida Baronesa de Muritiba, 485;Parque Sao Rafael;São Paulo;4.8;62.0;ChIJ79zguZ1pzpQRSo2dTUDlS84;pet_store;-23.62703;-46.4705358
Dog Planet;;;;4.8;256.0;ChIJb5pxAClpzpQRCSnO6FcFYiI;pet_store;-23.6369833;-46.44570369999999
Leile Nova Pet;Rua Adutora do Rio Claro, 830;Jardim Sao Francisco;São Paulo;5.0;1.0;ChIJuVH6XiZpzpQRzwMN3FJwL1Q;pet_store;-23.6401915;-46.45117179999999
Leo Rações;Avenida Cidade de Mauá, 8;Jardim Zaira;Mauá;5.0;2.0;ChIJDatVpqBpzpQRF960xiXX3mA;pet_store;-23.6435507;-46.4485055
CASA DE RAÇÃO ESPAÇO ANIMAL;;;;5.0;1.0;ChIJdySpyihpzpQRnrQcdHL-Ciw;pet_store;-23.64034359999999;-46.4477014
Banho E Tosa Cão Fiel;;;;3.9;7.0;ChIJuRvvQihpzpQRdHDWQy4HoWM;pet_store;-23.63723749999999;-46.4476338
Cat Planet Mega Pet;Rua Adutora do Rio Claro, 286;Jardim Sao Francisco;São Paulo;5.0;1.0;ChIJWRkLbA9pzpQRbbhxjRz5vJ8;pet_store;-23.6368995;-46.4468624
Pet shop Banho e Tosa Iris- Entrega grátis;Whatsapp:(24) 99874 - 8075___ - Rua dos Jasmins, 84;Parque das Flores;São Paulo;4.7;105.0;ChIJM7R7pilpzpQRZA_xRSSnCXM;pet_store;-23.63865209999999;-46.4427747
PET SHOP JD.STO.ANDRÉ;Rua Miguel Ferreira de Melo, 980;Jardim Santo Andre;São Paulo;4.6;28.0;ChIJZ2dY3a1pzpQRFNOPJ5a98O0;pet_store;-23.6355539;-46.4443217
Herreiros Petshop;Rua Padre Jacinto de Carvalhais, 45;Jardim Santo Andre;São Paulo;3.0;2.0;ChIJP0hQHulpzpQRMq3mxxk568c;pet_store;-23.63281259999999;-46.44728479999999
Pet Shop Atacado Distribuidor Banho e Tosa entrega em domicilio em Jd São Francisco São Mateus São Paulo;;;;4.3;4.0;ChIJb-lI0gxpzpQRV0AYrXxAkH8;veterinary_care;-23.6347178;-46.443295
Pet Batutinhas;Rua Miguel Lôbo, 40;Jardim Santo Andre;São Paulo;1.0;1.0;ChIJAyzAvRtpzpQRlUT6O1iMDrw;pet_store;-23.6329188;-46.4450546
Clinica Veterinária Pet Serelepe;Rua Tenente Félix Bitencourt, 32;Jardim Santo Andre;São Paulo;3.7;3.0;ChIJVeAcUfBozpQRhRDBbH8eX_w;veterinary_care;-23.6356924;-46.44571699999999
Liz Store;Rua Jorge Carlos de Almeida, 183;Jardim Santo Andre;São Paulo;2.0;1.0;ChIJ8WMXnElpzpQRklaOzln6Nf8;pet_store;-23.6330288;-46.4445069
Pet Shop Atacado Distribuidor Banho e Tosa entrega a domicilio em Jd Santo André São Mateus São Paulo;;;;4.3;43.0;ChIJG901o21pzpQRc3xxnDnj4Ic;veterinary_care;-23.629678;-46.4436376
Casa de rações duas pistas;R. Ayrton Senna, 205;Jardim Sao Francisco;São Paulo;5.0;11.0;ChIJgThO8RJpzpQR4yOkFuXhGjg;pet_store;-23.6302747;-46.4485689
Pet Laine;Rua Miguel Lôbo, 97;Jardim Santo Andre;São Paulo;4.8;19.0;ChIJ5cVYvGJpzpQRumtF1CtGqOU;pet_store;-23.6293498;-46.4448197
Rações Maquininha;;;;4.5;4.0;ChIJ4W2g2ilyzpQRl5I0RHkp3GY;pet_store;-23.6332579;-46.3307393
RAÇÕES PENA;;;;4.6;704.0;ChIJLy7mWIJxzpQRV1Ln8lRrbUA;pet_store;-23.6385003;-46.3220001
Rações e Pet Shop Dog & Cia;Rua Acácio Batista Nazaré, 98;Buenos Aires;Suzano;4.0;1.0;ChIJDbjjZ-VzzpQR6GWfNblpCys;pet_store;-23.6345639;-46.3253237
Lulu Banho e Tosa;Rua Falke, 146;Recreio das Palmas;Suzano;5.0;38.0;ChIJE5GYvcVzzpQRb9yMeBvtDj4;pet_store;-23.6391203;-46.3133177
Creche Para Cães - Praça dos Cães;Rua Rio de Janeiro, 585;Osvaldo Cruz;São Caetano do Sul;5.0;13.0;ChIJx5lXSMNczpQR3mwkENPNYCA;pet_store;-23.62268160000001;-46.56462849999999
Eco Club Pet Resort;Avenida Senador Roberto Símonsen, 1278;Santo Antônio;São Caetano do Sul;4.5;89.0;ChIJvX0gl79czpQRkqbCSYo-TxA;veterinary_care;-23.6245095;-46.5752591
Dog life;_R. Rafael Corrêa Sampaio, 456;Santa Paula;São Caetano do Sul;4.9;291.0;ChIJhytT5elczpQR7u3-P_EQMvY;veterinary_care;-23.62020829999999;-46.5688438
Pegada do Bicho;Rua Rafael Corrêa Sampaio, 569;Santa Paula;São Caetano do Sul;4.7;111.0;ChIJQSxx3OlczpQRToDslDarwbg;veterinary_care;-23.6199326;-46.5677351
